Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
151,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,17.8,43.2,53.6,80.6,708.8,290.5,22.6,25.1,90.1,16.7,21.0,79.6,3.26,5.56,58.6,0.17,0.11,0.06,0.67,1.63,1.12,0.34,3.43,Matches
152,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,eng Premier League,31,1989,1.5,16.7,22.7,73.5,249.3,89.3,8.00,9.33,85.7,8.00,10.7,75.0,0.67,1.33,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.67,Matches
153,Ezequiel Ávila\Ezequiel-Avila,ar ARG,MFFW,Osasuna,es La Liga,26,1994,2.2,14.5,25.9,56.1,295.5,80.0,5.91,10.0,59.1,5.45,8.18,66.7,2.73,5.45,50.0,0.00,0.00,0.00,0.00,1.82,1.36,0.00,2.27,Matches
154,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,15.1,13.8,19.9,69.1,200.7,34.7,8.28,11.0,75.3,3.97,5.63,70.6,0.99,1.66,60.0,0.13,0.10,0.03,1.32,0.79,0.07,0.00,0.73,Matches
155,Mehmet-Can Aydin\Mehmet-Can-Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,5.6,24.8,36.3,68.5,410.7,169.3,12.0,14.8,80.7,11.1,15.4,72.1,1.79,4.29,41.7,0.00,0.09,-0.09,0.54,1.43,0.36,0.00,2.32,Matches
156,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,28,1991,23.3,22.1,28.1,78.6,308.7,52.5,13.7,16.0,85.8,6.27,7.94,78.9,0.99,1.76,56.1,0.13,0.03,0.10,0.52,0.52,0.60,0.09,1.55,Matches
157,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,58.6,63.9,91.8,1036.6,279.7,25.5,26.7,95.3,27.2,28.9,94.1,5.11,6.70,76.3,0.00,0.00,0.00,0.11,3.98,0.23,0.00,3.75,Matches
158,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,55.8,70.4,79.3,1135.7,455.7,20.2,22.9,88.3,26.4,30.3,86.9,8.76,15.2,57.8,0.00,0.07,-0.07,0.66,4.68,0.93,0.32,5.37,Matches
159,Ramon Azeez\Ramon-Azeez,ng NGA,MFDF,Granada,es La Liga,27,1992,1.1,25.5,34.5,73.7,378.2,42.7,15.5,20.0,77.3,10.0,13.6,73.3,0.00,0.91,0.0,0.00,0.00,0.00,0.00,2.73,0.00,0.00,0.00,Matches
160,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,24.3,72.6,82.9,87.5,1266.3,455.1,30.9,33.1,93.3,35.9,39.2,91.6,4.90,8.27,59.2,0.08,0.11,-0.02,1.07,5.35,1.03,0.21,4.77,Matches
161,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,34,1986,3.3,65.2,77.0,84.6,1306.7,526.4,23.0,25.5,90.5,31.5,35.2,89.7,10.0,14.2,70.2,0.00,0.18,-0.18,0.91,9.09,0.61,0.61,6.67,Matches
162,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,33,1986,8.7,12.8,19.0,67.3,193.3,45.1,7.13,8.97,79.5,2.53,4.48,56.4,1.49,2.53,59.1,0.00,0.10,-0.10,0.69,1.03,0.69,0.11,1.38,Matches
163,Loïc Bade\Loic-Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,29.0,57.5,65.2,88.2,1339.1,352.4,12.7,13.9,91.8,31.4,33.7,93.0,13.0,16.8,77.3,0.00,0.01,-0.01,0.21,3.07,0.10,0.10,2.76,Matches
164,Milan Badelj\Milan-Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,26.8,48.4,59.5,81.4,1005.7,294.8,17.6,20.0,88.2,21.6,25.1,85.9,8.73,12.7,68.6,0.15,0.10,0.04,1.01,5.19,0.86,0.07,5.56,Matches
165,Édgar Badía\Edgar-Badia,es ESP,GK,Elche,es La Liga,28,1992,30.0,28.9,38.2,75.6,903.7,587.3,4.17,4.20,99.2,11.8,11.9,99.2,11.8,21.0,56.1,0.00,0.00,0.00,0.03,0.40,0.00,0.00,0.03,Matches
166,Alex Baena\Alex-Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,28.0,36.7,76.4,462.0,73.3,13.3,16.7,80.0,12.7,16.7,76.0,2.00,3.33,60.0,0.00,0.07,-0.07,1.33,2.00,0.67,0.00,2.00,Matches
167,Miguel Baeza\Miguel-Baeza,es ESP,MFFW,Celta Vigo,es La Liga,20,2000,6.0,29.5,36.2,81.6,493.2,112.3,14.7,17.5,83.8,10.5,12.2,86.3,3.17,4.50,70.4,0.00,0.10,-0.10,1.00,1.83,1.00,0.33,2.17,Matches
168,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18.0,13.8,19.4,71.3,202.4,33.9,7.94,10.6,75.3,4.22,5.44,77.6,1.00,1.39,72.0,0.11,0.08,0.03,0.72,0.78,0.44,0.11,0.94,Matches
169,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,22,1997,23.8,28.4,40.4,70.3,510.8,114.2,15.1,17.5,86.3,8.24,11.7,70.3,4.29,8.49,50.5,0.34,0.26,0.08,2.10,1.05,1.43,0.59,2.39,Matches
170,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,10.2,48.4,53.6,90.3,1018.0,305.2,13.6,14.5,93.9,27.5,29.8,92.4,6.96,8.92,78.0,0.00,0.00,0.00,0.00,2.75,0.00,0.00,2.84,Matches
171,Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1.0,22.0,36.0,61.1,575.0,296.0,5.00,5.00,100.0,11.0,11.0,100.0,6.00,20.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,21.8,50.0,55.5,90.2,923.8,193.4,21.1,23.3,90.7,21.1,22.4,94.1,6.74,7.94,85.0,0.05,0.04,0.01,0.50,4.17,0.37,0.00,3.17,Matches
173,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,2000,18.8,63.4,71.4,88.8,931.4,268.2,39.5,41.6,94.9,20.7,23.4,88.4,2.45,4.52,54.1,0.11,0.10,0.01,0.85,3.88,1.22,0.64,3.46,Matches
174,Ridle Baku\Ridle-Baku,de GER,FWDF,Wolfsburg,de Bundesliga,22,1998,29.8,36.8,49.0,75.0,658.6,206.6,16.5,19.5,84.7,15.9,20.3,78.3,3.96,7.08,55.9,0.23,0.15,0.08,1.44,2.21,1.54,0.57,3.99,Matches
175,Ridle Baku\Ridle-Baku,de GER,DF,Mainz 05,de Bundesliga,22,1998,2.0,31.0,44.0,70.5,641.5,354.0,10.0,13.5,74.1,14.5,18.0,80.6,6.00,11.0,54.5,0.00,0.00,0.00,0.00,2.00,1.00,0.00,6.50,Matches
176,Dilane Bakwa\Dilane-Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,17,2002,0.6,60.0,66.7,90.0,1005.0,150.0,30.0,31.7,94.7,21.7,23.3,92.9,8.33,10.0,83.3,0.00,0.00,0.00,1.67,5.00,0.00,0.00,3.33,Matches
177,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,28,1991,13.3,26.8,35.0,76.8,646.8,247.8,5.79,6.62,87.5,14.1,16.0,87.8,6.69,11.6,57.8,0.00,0.00,0.00,0.00,2.48,0.00,0.00,2.26,Matches
178,Keita Baldé\Keita-Balde,sn SEN,FW,Sampdoria,it Serie A,25,1995,13.3,17.8,23.8,74.8,258.9,40.7,9.85,12.2,80.9,6.24,7.82,79.8,0.98,1.88,52.0,0.08,0.13,-0.05,1.35,0.90,0.60,0.08,1.43,Matches
179,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,27,1993,31.0,29.4,37.4,78.5,447.0,147.1,17.1,18.6,91.7,9.74,12.5,78.2,1.71,3.90,43.8,0.06,0.05,0.01,0.55,1.26,0.94,0.26,1.97,Matches
180,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,eng Premier League,31,1989,10.2,27.8,40.0,69.6,546.8,174.1,13.8,16.7,82.9,7.94,11.3,70.4,5.20,9.31,55.8,0.20,0.19,0.01,1.96,2.16,1.57,0.59,3.14,Matches
181,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,1988,18.8,37.8,49.8,75.9,683.1,221.9,16.4,19.0,86.0,17.0,20.5,82.6,3.99,7.93,50.3,0.05,0.03,0.02,0.37,3.03,0.43,0.32,2.39,Matches
182,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,18.2,50.4,57.5,87.8,1047.2,293.6,16.2,17.4,92.7,25.7,27.8,92.3,8.19,10.9,75.3,0.00,0.00,0.00,0.05,2.20,0.00,0.00,2.36,Matches
183,Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,fr Ligue 1,23,1997,7.4,47.6,58.1,81.9,823.6,240.9,21.2,23.2,91.3,21.4,25.4,84.0,4.19,7.16,58.5,0.41,0.09,0.31,1.08,2.97,1.49,0.81,4.05,Matches
184,Botond Balogh\Botond-Balogh,hu HUN,DF,Parma,it Serie A,18,2002,1.8,34.4,46.1,74.7,879.4,234.4,5.56,6.11,90.9,17.8,21.7,82.1,10.6,16.1,65.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches
185,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,15.0,44.7,58.3,76.6,759.9,365.1,22.8,25.1,91.0,17.6,22.4,78.6,3.73,8.60,43.4,0.00,0.09,-0.09,0.80,2.67,0.93,0.53,3.60,Matches
186,Jonathan Bamba\Jonathan-Bamba,fr FRA,MF,Lille,fr Ligue 1,24,1996,33.2,40.1,50.9,78.7,669.1,177.4,21.1,23.6,89.7,14.0,17.1,82.0,3.73,7.65,48.8,0.27,0.15,0.12,1.96,3.13,1.42,0.30,3.43,Matches
187,Robson Bambu\Robson-Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,11.6,61.1,69.3,88.2,1258.9,373.9,18.6,20.2,92.3,32.3,34.6,93.5,9.31,12.7,73.5,0.00,0.01,-0.01,0.09,1.55,0.00,0.00,1.55,Matches
188,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,33.9,11.4,14.9,76.3,154.3,25.7,6.61,8.47,78.0,3.24,3.98,81.5,0.65,0.80,81.5,0.21,0.12,0.09,0.86,0.62,0.38,0.06,0.91,Matches
189,Mattia Bani\Mattia-Bani,it ITA,DF,Genoa,it Serie A,26,1993,10.2,42.9,50.8,84.6,969.9,315.4,11.5,13.1,87.3,22.2,24.2,91.5,8.92,12.3,72.8,0.00,0.01,-0.01,0.10,1.67,0.20,0.00,1.47,Matches
190,Mattia Bani\Mattia-Bani,it ITA,DF,Parma,it Serie A,26,1993,12.7,50.2,55.4,90.8,1162.9,316.5,9.29,10.4,89.4,30.1,31.0,97.0,10.5,13.4,78.2,0.00,0.02,-0.02,0.16,1.65,0.08,0.08,1.81,Matches
191,Simon Banza\Simon-Banza,fr FRA,FW,Lens,fr Ligue 1,23,1996,15.2,15.6,20.9,74.5,246.4,43.5,8.22,10.7,77.2,5.39,6.71,80.4,1.38,2.04,67.7,0.13,0.08,0.05,0.72,1.32,0.66,0.26,1.38,Matches
192,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Hellas Verona,it Serie A,25,1994,30.7,33.5,42.8,78.2,576.7,139.7,16.4,19.8,83.2,13.0,15.8,82.3,3.39,5.08,66.7,0.10,0.09,0.01,0.78,3.71,0.94,0.13,4.43,Matches
193,Federico Barba\Federico-Barba,it ITA,DF,Benevento,it Serie A,26,1993,29.5,37.8,47.0,80.4,735.1,271.1,13.8,15.1,91.5,18.3,21.3,85.9,4.98,8.88,56.1,0.07,0.06,0.01,0.47,1.86,0.51,0.10,2.47,Matches
194,Danilo Barbosa\Danilo-Barbosa,br BRA,DF,Nice,fr Ligue 1,24,1996,2.8,63.6,72.1,88.1,1318.9,344.6,17.1,20.4,84.2,36.1,37.5,96.2,10.0,13.2,75.7,0.00,0.00,0.00,0.36,3.21,0.36,0.00,3.21,Matches
195,Barcia\Barcia,es ESP,DF,Granada,es La Liga,19,2000,1.0,13.0,34.0,38.2,252.0,104.0,5.00,9.00,55.6,6.00,13.0,46.2,2.00,10.0,20.0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,Matches
196,Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,fr Ligue 1,19,2000,4.8,64.4,79.8,80.7,1045.6,339.2,33.3,38.3,87.0,27.1,31.0,87.2,3.33,8.75,38.1,0.00,0.04,-0.04,0.63,5.00,1.46,0.42,6.25,Matches
197,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,25,1995,18.7,36.3,48.4,74.9,709.7,197.6,15.8,18.7,84.8,13.9,17.0,81.4,6.04,10.7,56.5,0.11,0.06,0.05,1.18,3.42,1.66,0.64,4.49,Matches
198,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,35,1985,3.0,38.7,55.0,70.3,752.0,316.3,15.7,16.3,95.9,17.0,22.3,76.1,5.33,13.3,40.0,0.00,0.00,0.00,0.00,3.00,2.00,0.33,3.67,Matches
199,Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,it Serie A,23,1997,32.2,49.8,60.1,83.0,865.2,289.3,24.0,26.5,90.6,19.4,22.7,85.6,5.25,8.14,64.5,0.22,0.17,0.05,1.46,4.91,2.11,0.34,6.89,Matches
200,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1989,0.3,33.3,36.7,90.9,596.7,173.3,10.0,13.3,75.0,23.3,23.3,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,3.33,0.00,0.00,6.67,Matches
201,Kike Barja\Kike-Barja,es ESP,MFFW,Osasuna,es La Liga,23,1997,15.9,22.2,32.1,69.1,383.8,105.5,11.6,14.1,82.1,7.86,10.6,74.0,2.20,4.91,44.9,0.19,0.12,0.07,1.07,1.07,1.26,0.63,2.83,Matches
202,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,eng Premier League,26,1993,17.0,36.4,44.9,81.0,670.1,171.1,17.1,19.5,87.6,13.5,15.6,86.8,5.06,7.82,64.7,0.06,0.21,-0.15,2.29,2.65,1.59,0.00,4.47,Matches
203,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,26,1993,0.5,44.0,52.0,84.6,882.0,144.0,20.0,26.0,76.9,16.0,18.0,88.9,8.00,8.00,100.0,0.00,0.20,-0.20,2.00,4.00,2.00,0.00,4.00,Matches
204,Aymen Barkok\Aymen-Barkok,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,22,1998,10.9,33.1,45.7,72.5,556.0,179.0,15.7,19.9,78.8,13.4,17.2,77.7,3.12,6.24,50.0,0.28,0.28,0.00,2.29,2.29,1.74,0.37,3.76,Matches
205,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,30,1989,14.8,13.2,20.7,63.5,174.3,38.8,8.72,11.7,74.6,3.04,5.00,60.8,0.54,1.96,27.6,0.00,0.05,-0.05,0.88,0.88,0.47,0.07,1.35,Matches
206,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,22,1997,21.6,21.7,29.0,74.8,335.1,86.8,12.3,15.3,80.1,7.27,9.17,79.3,1.53,2.36,64.7,0.19,0.07,0.12,1.16,1.71,0.88,0.09,2.87,Matches
207,Marc Baró\Marc-Baro,es ESP,DF,Cádiz,es La Liga,20,1999,1.0,10.0,19.0,52.6,211.0,150.0,5.00,6.00,83.3,3.00,6.00,50.0,2.00,6.00,33.3,0.00,0.30,-0.30,2.00,0.00,0.00,0.00,0.00,Matches
208,Antonio Barragán\Antonio-Barragan,es ESP,DF,Elche,es La Liga,33,1987,24.8,44.2,53.3,82.9,875.1,323.5,16.2,17.6,92.0,20.8,23.7,88.1,6.61,10.7,61.9,0.12,0.04,0.08,0.36,2.18,0.60,0.28,2.78,Matches
209,Antonio Barreca\Antonio-Barreca,it ITA,DF,Fiorentina,it Serie A,25,1995,0.9,34.4,53.3,64.6,526.7,184.4,17.8,22.2,80.0,14.4,21.1,68.4,1.11,7.78,14.3,0.00,0.00,0.00,1.11,3.33,1.11,0.00,5.56,Matches
210,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,2000,25.6,18.5,27.9,66.5,292.7,105.4,9.41,12.8,73.5,7.03,9.53,73.8,1.45,3.40,42.5,0.08,0.08,-0.00,0.70,1.48,0.31,0.04,2.19,Matches
211,Ander Barrenetxea\Ander-Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,18,2001,14.5,20.3,28.3,71.5,331.4,77.1,10.5,12.8,81.7,7.66,10.1,75.5,1.66,3.31,50.0,0.00,0.14,-0.14,0.97,1.38,0.83,0.21,1.93,Matches
212,Jacob Barrett Laursen\Jacob-Barrett-Laursen,dk DEN,DF,Arminia,de Bundesliga,25,1994,12.3,35.6,45.7,77.9,686.8,250.9,13.1,15.4,84.7,17.2,20.7,83.5,4.88,7.64,63.8,0.08,0.10,-0.02,0.33,2.28,0.41,0.16,2.44,Matches
213,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Bologna,it Serie A,21,1998,32.5,25.8,36.2,71.3,484.5,122.4,12.5,15.0,83.3,8.92,11.7,76.3,3.82,7.72,49.4,0.25,0.16,0.09,1.78,2.37,0.98,0.37,2.74,Matches
214,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,eng Premier League,29,1991,28.7,22.0,28.2,77.9,469.5,152.9,6.79,8.26,82.3,11.3,13.0,86.4,3.66,6.45,56.8,0.03,0.01,0.03,0.14,1.81,0.10,0.03,1.05,Matches
215,Paolo Bartolomei\Paolo-Bartolomei,it ITA,MF,Spezia,it Serie A,30,1989,3.6,25.6,35.3,72.4,437.2,93.3,11.9,13.6,87.8,10.3,13.1,78.7,2.22,6.39,34.8,0.28,0.08,0.19,1.39,2.78,0.83,0.28,2.78,Matches
216,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,29,1991,18.8,41.6,51.2,81.2,914.5,256.5,11.8,12.8,92.5,21.9,25.1,87.5,7.61,12.9,59.1,0.05,0.04,0.01,0.16,1.81,0.05,0.00,1.60,Matches
217,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,28,1992,4.4,38.6,51.4,75.2,765.0,253.6,15.9,19.8,80.5,14.1,18.0,78.5,7.05,10.2,68.9,0.00,0.14,-0.14,2.05,4.55,0.91,0.00,5.68,Matches
218,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,eng Premier League,32,1988,28.6,31.5,38.6,81.4,569.4,164.8,14.1,15.8,89.6,13.2,15.5,84.9,3.67,5.91,62.1,0.03,0.03,0.01,0.35,1.89,0.52,0.24,2.17,Matches
219,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,23,1996,28.9,37.0,45.0,82.2,729.0,148.8,14.1,15.5,91.1,17.2,19.0,90.5,5.26,9.07,58.0,0.03,0.06,-0.03,0.90,2.60,0.62,0.17,2.77,Matches
220,Álvaro Bastida\Alvaro-Bastida,es ESP,MF,Cádiz,es La Liga,16,2004,0.4,12.5,25.0,50.0,247.5,112.5,5.00,7.50,66.7,5.00,5.00,100.0,2.50,10.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,Matches
221,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,it Serie A,21,1999,32.5,63.4,70.5,89.9,1279.9,349.6,22.3,23.5,94.9,29.9,31.8,93.9,10.0,13.3,75.2,0.09,0.06,0.04,0.34,5.08,0.52,0.09,3.85,Matches
222,Simone Bastoni\Simone-Bastoni,it ITA,DF,Spezia,it Serie A,23,1996,16.9,47.8,63.1,75.6,888.3,311.7,21.7,24.4,88.8,18.0,22.0,81.7,7.10,13.3,53.6,0.41,0.20,0.21,1.72,3.08,1.54,0.47,4.56,Matches
223,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,29,1991,0.7,55.7,60.0,92.9,924.3,228.6,25.7,28.6,90.0,22.9,24.3,94.1,4.29,4.29,100.0,0.00,0.00,0.00,0.00,1.43,2.86,0.00,2.86,Matches
224,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,26,1993,8.1,14.6,20.7,70.2,212.6,43.2,7.78,10.0,77.8,4.81,6.79,70.9,0.99,1.23,80.0,0.12,0.17,-0.05,0.86,0.86,0.49,0.12,1.36,Matches
225,Rodrigo Battaglia\Rodrigo-Battaglia,ar ARG,MF,Alavés,es La Liga,29,1991,27.7,31.4,37.4,84.2,596.7,123.1,13.0,14.6,88.9,13.8,15.3,89.6,4.15,6.06,68.5,0.00,0.01,-0.01,0.11,2.02,0.14,0.04,1.77,Matches
226,Cristian Battocchio\Cristian-Battocchio,it ITA,MFFW,Brest,fr Ligue 1,28,1992,3.9,43.1,53.6,80.4,755.9,183.3,21.8,23.3,93.4,15.6,18.2,85.9,4.87,10.5,46.3,0.00,0.05,-0.05,1.03,4.10,0.26,0.00,3.33,Matches
